series_name,timestamp,value,p5_14,p10_14,p25_14,p50_14,p75_14,p90_14,p95_14
T1,1915-01-15 00:00:00+00:00,16.0,11.255,12.16,13.875,17.0,17.0,17.560000000000002,17.8
T1,1915-01-16 00:00:00+00:00,15.3,12.685,13.7,14.8,17.0,17.0,17.560000000000002,17.8
T1,1915-01-17 00:00:00+00:00,17.8,13.7,13.91,15.475000000000001,17.0,17.0,17.560000000000002,17.8
T1,1915-01-18 00:00:00+00:00,17.8,14.155,14.67,16.0,17.0,17.0,17.8,17.8
T1,1915-01-19 00:00:00+00:00,18.7,14.985000000000001,15.51,16.25,17.0,17.6,17.8,17.8
T1,1915-01-20 00:00:00+00:00,18.7,15.755,16.0,17.0,17.0,17.8,17.8,18.115
T1,1915-01-21 00:00:00+00:00,17.0,15.755,16.0,17.0,17.0,17.8,18.43,18.7
T1,1915-01-22 00:00:00+00:00,16.1,15.755,16.0,17.0,17.0,17.8,18.43,18.7
T1,1915-01-23 00:00:00+00:00,16.1,15.755,16.0,16.325000000000003,17.0,17.8,18.43,18.7
T1,1915-01-24 00:00:00+00:00,16.1,15.755,16.0,16.1,17.0,17.6,18.43,18.7
T1,1915-01-25 00:00:00+00:00,17.0,15.755,16.0,16.1,17.0,17.6,18.43,18.7
T1,1915-01-26 00:00:00+00:00,17.0,15.755,16.03,16.1,17.0,17.6,18.43,18.7
T1,1915-01-27 00:00:00+00:00,16.1,15.755,16.03,16.1,17.0,17.6,18.43,18.7
T1,1915-01-28 00:00:00+00:00,16.1,15.755,16.03,16.1,17.0,17.6,18.43,18.7
T1,1915-01-29 00:00:00+00:00,14.4,15.755,16.03,16.1,16.55,17.6,18.43,18.7
T1,1915-01-30 00:00:00+00:00,14.4,14.985000000000001,15.540000000000001,16.1,16.55,17.6,18.43,18.7
T1,1915-01-31 00:00:00+00:00,14.4,14.4,14.91,16.1,16.55,17.6,18.43,18.7
T1,1915-02-01 00:00:00+00:00,18.1,14.4,14.4,16.1,16.1,17.0,18.43,18.7
T1,1915-02-02 00:00:00+00:00,18.1,14.4,14.4,16.1,16.1,17.0,18.52,18.7
T1,1915-02-03 00:00:00+00:00,18.1,14.4,14.4,16.1,16.1,17.0,18.1,18.31
T1,1915-02-04 00:00:00+00:00,20.1,14.4,14.4,16.1,16.1,17.0,18.1,18.1
T1,1915-02-05 00:00:00+00:00,23.4,14.4,14.4,16.1,16.1,17.825000000000003,18.1,18.8
T1,1915-02-06 00:00:00+00:00,23.4,14.4,14.4,16.1,16.55,18.1,19.500000000000004,21.255
T1,1915-02-07 00:00:00+00:00,23.4,14.4,14.4,16.1,17.0,18.1,22.410000000000004,23.4
T1,1915-02-08 00:00:00+00:00,23.4,14.4,14.4,16.1,17.55,19.6,23.4,23.4
T1,1915-02-09 00:00:00+00:00,22.2,14.4,14.4,16.1,18.1,22.575,23.4,23.4
T1,1915-02-10 00:00:00+00:00,22.2,14.4,14.4,16.1,18.1,23.099999999999998,23.4,23.4
T1,1915-02-11 00:00:00+00:00,22.2,14.4,14.4,16.6,19.1,23.099999999999998,23.4,23.4
T1,1915-02-12 00:00:00+00:00,23.4,14.4,14.4,18.1,21.15,23.099999999999998,23.4,23.4
T1,1915-02-13 00:00:00+00:00,23.4,14.4,15.510000000000002,18.1,22.2,23.4,23.4,23.4
T1,1915-02-14 00:00:00+00:00,33.7,16.805,18.1,18.6,22.2,23.4,23.4,23.4
T1,1915-02-15 00:00:00+00:00,33.7,18.1,18.1,20.625,22.799999999999997,23.4,23.4,27.004999999999995
T1,1915-02-16 00:00:00+00:00,33.7,18.1,18.700000000000003,22.2,23.4,23.4,30.610000000000014,33.7
T1,1915-02-17 00:00:00+00:00,29.7,19.400000000000002,20.73,22.2,23.4,23.4,33.7,33.7
T1,1915-02-18 00:00:00+00:00,27.0,21.465,22.2,22.5,23.4,28.125,33.7,33.7
T1,1915-02-19 00:00:00+00:00,27.0,22.2,22.2,23.4,23.4,29.025,33.7,33.7
T1,1915-02-20 00:00:00+00:00,27.0,22.2,22.2,23.4,23.4,29.025,33.7,33.7
T1,1915-02-21 00:00:00+00:00,27.0,22.2,22.2,23.4,25.2,29.025,33.7,33.7
T1,1915-02-22 00:00:00+00:00,27.0,22.2,22.2,23.4,27.0,29.025,33.7,33.7
T1,1915-02-23 00:00:00+00:00,56.6,22.2,22.2,23.4,27.0,29.025,33.7,33.7
T1,1915-02-24 00:00:00+00:00,59.7,22.2,22.56,24.299999999999997,27.0,32.7,33.7,41.714999999999996
T1,1915-02-25 00:00:00+00:00,56.6,22.98,23.4,27.0,27.0,33.7,49.730000000000025,57.685
T1,1915-02-26 00:00:00+00:00,53.2,23.4,24.48,27.0,28.35,33.7,56.6,57.685
T1,1915-02-27 00:00:00+00:00,36.2,25.74,27.0,27.0,31.700000000000003,48.325,56.6,57.685
T1,1915-02-28 00:00:00+00:00,36.2,27.0,27.0,27.0,33.7,48.95,56.6,57.685
T1,1915-03-01 00:00:00+00:00,51.8,27.0,27.0,27.0,33.7,48.95,56.6,57.685
T1,1915-03-02 00:00:00+00:00,51.8,27.0,27.0,27.0,34.95,52.85,56.6,57.685
T1,1915-03-03 00:00:00+00:00,36.2,27.0,27.0,27.0,36.2,52.85,56.6,57.685
T1,1915-03-04 00:00:00+00:00,39.1,27.0,27.0,27.0,36.2,52.85,56.6,57.685
T1,1915-03-05 00:00:00+00:00,33.4,27.0,27.0,29.3,37.650000000000006,52.85,56.6,57.685
T1,1915-03-06 00:00:00+00:00,25.5,27.0,27.0,34.1,37.650000000000006,52.85,56.6,57.685
T1,1915-03-07 00:00:00+00:00,24.2,26.475,27.0,34.1,37.650000000000006,52.85,56.6,57.685
T1,1915-03-08 00:00:00+00:00,23.2,25.044999999999998,25.95,34.1,37.650000000000006,52.85,56.6,57.685
T1,1915-03-09 00:00:00+00:00,22.1,23.849999999999998,24.59,34.1,37.650000000000006,52.85,56.6,57.685
T1,1915-03-10 00:00:00+00:00,21.1,22.815,23.5,27.475,36.2,51.8,55.580000000000005,57.685
T1,1915-03-11 00:00:00+00:00,20.1,21.75,22.43,24.525,36.2,48.625,52.78,54.39
T1,1915-03-12 00:00:00+00:00,20.1,20.75,21.400000000000002,23.45,34.8,38.375,51.8,52.29
T1,1915-03-13 00:00:00+00:00,22.1,20.1,20.400000000000002,22.375,29.45,36.2,47.99000000000001,51.8
T1,1915-03-14 00:00:00+00:00,24.2,20.1,20.400000000000002,22.1,24.85,36.2,47.99000000000001,51.8
T1,1915-03-15 00:00:00+00:00,34.3,20.1,20.400000000000002,22.1,24.2,35.5,47.99000000000001,51.8
T1,1915-03-16 00:00:00+00:00,34.8,20.1,20.400000000000002,22.1,24.2,34.074999999999996,38.230000000000004,43.544999999999995
T1,1915-03-17 00:00:00+00:00,36.8,20.1,20.400000000000002,22.1,24.2,34.074999999999996,35.78,37.215
T1,1915-03-18 00:00:00+00:00,39.1,20.1,20.400000000000002,22.1,24.2,34.074999999999996,36.2,37.605
T1,1915-03-19 00:00:00+00:00,40.5,20.1,20.400000000000002,22.1,24.2,34.074999999999996,36.2,37.605
T1,1915-03-20 00:00:00+00:00,36.8,20.1,20.400000000000002,22.1,24.2,34.675,38.410000000000004,39.59
T1,1915-03-21 00:00:00+00:00,36.2,20.1,20.400000000000002,22.1,24.2,36.3,38.410000000000004,39.59
T1,1915-03-22 00:00:00+00:00,34.8,20.1,20.400000000000002,22.1,29.25,36.65,38.410000000000004,39.59
T1,1915-03-23 00:00:00+00:00,36.8,20.1,20.400000000000002,22.1,34.55,36.65,38.410000000000004,39.59
T1,1915-03-24 00:00:00+00:00,39.9,20.1,20.400000000000002,22.625,34.8,36.8,38.410000000000004,39.59
T1,1915-03-25 00:00:00+00:00,53.2,20.1,20.700000000000003,26.724999999999998,35.5,36.8,39.660000000000004,40.11
T1,1915-03-26 00:00:00+00:00,51.3,21.400000000000002,22.73,34.425,36.5,38.525,40.32,44.94499999999999
T1,1915-03-27 00:00:00+00:00,46.2,23.465,27.23,34.8,36.8,39.7,48.06000000000001,51.964999999999996
T1,1915-03-28 00:00:00+00:00,41.1,30.764999999999997,34.449999999999996,35.15,36.8,40.35,49.77,51.964999999999996
T1,1915-03-29 00:00:00+00:00,38.5,34.625,34.8,36.35,37.95,40.95,49.77,51.964999999999996
T1,1915-03-30 00:00:00+00:00,46.7,34.8,35.22,36.8,38.8,40.95,49.77,51.964999999999996
T1,1915-03-31 00:00:00+00:00,34.3,35.71,36.38,36.8,39.5,44.925000000000004,49.92,51.964999999999996
T1,1915-04-01 00:00:00+00:00,31.7,34.625,35.22,36.8,39.5,44.925000000000004,49.92,51.964999999999996
T1,1915-04-02 00:00:00+00:00,27.6,33.39,34.449999999999996,36.35,39.2,44.925000000000004,49.92,51.964999999999996
T1,1915-04-03 00:00:00+00:00,27.6,30.265,32.48,35.15,37.65,44.925000000000004,49.92,51.964999999999996
