series_name,timestamp,value,p5_14,p10_14,p25_14,p50_14,p75_14,p90_14,p95_14
T1,1969-01-15 00:00:00+00:00,9894.0,8429.0,8460.8,8970.5,9488.0,9737.0,9979.6,10155.4
T1,1969-01-16 00:00:00+00:00,9662.0,8429.0,8603.0,9046.0,9551.0,9810.0,9997.6,10155.4
T1,1969-01-17 00:00:00+00:00,9974.0,8429.0,8603.0,9242.0,9611.0,9810.0,9997.6,10155.4
T1,1969-01-18 00:00:00+00:00,9312.0,8429.0,8603.0,9242.0,9698.0,9879.0,10021.6,10155.4
T1,1969-01-19 00:00:00+00:00,8622.0,8429.0,8668.4,9342.5,9698.0,9879.0,10021.6,10155.4
T1,1969-01-20 00:00:00+00:00,9808.0,8561.8,8788.8,9342.5,9698.0,9879.0,10021.6,10155.4
T1,1969-01-21 00:00:00+00:00,10474.0,8561.8,8788.8,9342.5,9736.0,9879.0,10021.6,10155.4
T1,1969-01-22 00:00:00+00:00,9884.0,8561.8,8788.8,9342.5,9771.0,9954.0,10268.800000000001,10403.8
T1,1969-01-23 00:00:00+00:00,9454.0,8561.8,8788.8,9342.5,9821.0,9954.0,10268.800000000001,10403.8
T1,1969-01-24 00:00:00+00:00,9798.0,8561.8,8788.8,9347.5,9821.0,9954.0,10268.800000000001,10403.8
T1,1969-01-25 00:00:00+00:00,9022.0,8561.8,8788.8,9347.5,9803.0,9891.5,10248.4,10403.8
T1,1969-01-26 00:00:00+00:00,8568.0,8561.8,8742.0,9347.5,9803.0,9891.5,10248.4,10403.8
T1,1969-01-27 00:00:00+00:00,9910.0,8603.1,8742.0,9347.5,9803.0,9891.5,10248.4,10403.8
T1,1969-01-28 00:00:00+00:00,10032.0,8603.1,8742.0,9347.5,9803.0,9906.0,10248.4,10403.8
T1,1969-01-29 00:00:00+00:00,9380.0,8603.1,8742.0,9347.5,9803.0,9906.0,10014.6,10186.7
T1,1969-01-30 00:00:00+00:00,9674.0,8603.1,8742.0,9329.0,9730.0,9903.5,10014.6,10186.7
T1,1969-01-31 00:00:00+00:00,9692.0,8603.1,8742.0,9329.0,9736.0,9903.5,10014.6,10186.7
T1,1969-02-01 00:00:00+00:00,9130.0,8603.1,8742.0,9329.0,9683.0,9865.0,9995.4,10186.7
T1,1969-02-02 00:00:00+00:00,8814.0,8603.1,8742.0,9192.5,9683.0,9865.0,9995.4,10186.7
T1,1969-02-03 00:00:00+00:00,9988.0,8727.9,8876.4,9192.5,9683.0,9865.0,9995.4,10186.7
T1,1969-02-04 00:00:00+00:00,9996.0,8727.9,8876.4,9192.5,9683.0,9903.5,10018.8,10186.7
T1,1969-02-05 00:00:00+00:00,9676.0,8727.9,8876.4,9192.5,9683.0,9903.5,9993.6,10008.6
T1,1969-02-06 00:00:00+00:00,9728.0,8727.9,8876.4,9192.5,9675.0,9882.0,9993.6,10008.6
T1,1969-02-07 00:00:00+00:00,10102.0,8727.9,8876.4,9192.5,9684.0,9882.0,9993.6,10008.6
T1,1969-02-08 00:00:00+00:00,9262.0,8727.9,8876.4,9192.5,9684.0,9968.5,10021.2,10056.5
T1,1969-02-09 00:00:00+00:00,8694.0,8727.9,8908.8,9291.5,9684.0,9968.5,10021.2,10056.5
T1,1969-02-10 00:00:00+00:00,9954.0,8772.0,8908.8,9291.5,9684.0,9968.5,10021.2,10056.5
T1,1969-02-11 00:00:00+00:00,9856.0,8772.0,8908.8,9291.5,9684.0,9979.5,10021.2,10056.5
T1,1969-02-12 00:00:00+00:00,10008.0,8772.0,8908.8,9291.5,9684.0,9929.5,9993.6,10033.1
T1,1969-02-13 00:00:00+00:00,9606.0,8772.0,8908.8,9365.0,9710.0,9979.5,10004.4,10040.9
T1,1969-02-14 00:00:00+00:00,10354.0,8772.0,8908.8,9348.0,9710.0,9979.5,10004.4,10040.9
T1,1969-02-15 00:00:00+00:00,9310.0,8772.0,8908.8,9348.0,9792.0,9994.0,10073.8,10190.2
T1,1969-02-16 00:00:00+00:00,8534.0,8772.0,8948.4,9384.0,9792.0,9994.0,10073.8,10190.2
T1,1969-02-17 00:00:00+00:00,9822.0,8638.0,8864.4,9384.0,9792.0,9994.0,10073.8,10190.2
T1,1969-02-18 00:00:00+00:00,10176.0,8638.0,8864.4,9384.0,9775.0,9985.5,10073.8,10190.2
T1,1969-02-19 00:00:00+00:00,9816.0,8638.0,8864.4,9384.0,9775.0,9994.5,10153.8,10238.3
T1,1969-02-20 00:00:00+00:00,9982.0,8638.0,8864.4,9384.0,9819.0,9994.5,10153.8,10238.3
T1,1969-02-21 00:00:00+00:00,9916.0,8638.0,8864.4,9384.0,9839.0,10001.5,10153.8,10238.3
T1,1969-02-22 00:00:00+00:00,9152.0,8638.0,8864.4,9384.0,9839.0,9975.0,10125.6,10238.3
T1,1969-02-23 00:00:00+00:00,8704.0,8638.0,8831.4,9384.0,9839.0,9975.0,10125.6,10238.3
T1,1969-02-24 00:00:00+00:00,9966.0,8644.5,8838.4,9384.0,9839.0,9975.0,10125.6,10238.3
T1,1969-02-25 00:00:00+00:00,10566.0,8644.5,8838.4,9384.0,9839.0,9978.0,10125.6,10238.3
T1,1969-02-26 00:00:00+00:00,10048.0,8644.5,8838.4,9384.0,9869.0,10001.5,10300.6,10428.2
T1,1969-02-27 00:00:00+00:00,9618.0,8644.5,8838.4,9384.0,9869.0,10031.5,10300.6,10428.2
T1,1969-02-28 00:00:00+00:00,9756.0,8644.5,8838.4,9387.0,9869.0,10031.5,10300.6,10428.2
T1,1969-03-01 00:00:00+00:00,9186.0,8644.5,8838.4,9387.0,9819.0,9978.0,10137.6,10312.5
T1,1969-03-02 00:00:00+00:00,8580.0,8644.5,8838.4,9294.0,9819.0,9978.0,10137.6,10312.5
T1,1969-03-03 00:00:00+00:00,10068.0,8660.6,8838.4,9294.0,9819.0,9978.0,10137.6,10312.5
T1,1969-03-04 00:00:00+00:00,10264.0,8660.6,8838.4,9294.0,9866.0,10031.5,10143.6,10312.5
T1,1969-03-05 00:00:00+00:00,10046.0,8660.6,8838.4,9294.0,9866.0,10031.5,10205.2,10369.7
T1,1969-03-06 00:00:00+00:00,9704.0,8660.6,8838.4,9294.0,9941.0,10047.5,10205.2,10369.7
T1,1969-03-07 00:00:00+00:00,9948.0,8660.6,8838.4,9294.0,9836.0,10047.5,10205.2,10369.7
