series_name,timestamp,value,p5_30,p10_30,p25_30,p50_30,p75_30,p90_30,p95_30
T1,1915-01-31 00:00:00+00:00,14.4,12.49,13.7,15.475000000000001,16.55,17.0,17.8,18.294999999999998
T1,1915-02-01 00:00:00+00:00,18.1,13.7,14.33,15.475000000000001,16.55,17.0,17.8,18.294999999999998
T1,1915-02-02 00:00:00+00:00,18.1,14.015,14.4,16.0,17.0,17.0,17.830000000000002,18.43
T1,1915-02-03 00:00:00+00:00,18.1,14.4,14.4,16.025,17.0,17.6,18.1,18.43
T1,1915-02-04 00:00:00+00:00,20.1,14.4,14.4,16.1,17.0,17.8,18.1,18.43
T1,1915-02-05 00:00:00+00:00,23.4,14.4,15.21,16.1,17.0,17.8,18.160000000000004,18.7
T1,1915-02-06 00:00:00+00:00,23.4,14.4,15.21,16.1,17.0,17.8,18.7,19.469999999999995
T1,1915-02-07 00:00:00+00:00,23.4,14.4,15.21,16.1,17.0,18.025000000000002,18.84,21.914999999999992
T1,1915-02-08 00:00:00+00:00,23.4,14.4,15.21,16.1,17.0,18.1,20.430000000000007,23.4
T1,1915-02-09 00:00:00+00:00,22.2,14.4,15.21,16.1,17.0,18.1,23.4,23.4
T1,1915-02-10 00:00:00+00:00,22.2,14.4,15.21,16.1,17.0,18.55,23.4,23.4
T1,1915-02-11 00:00:00+00:00,22.2,14.4,15.21,16.1,17.0,18.7,23.4,23.4
T1,1915-02-12 00:00:00+00:00,23.4,14.4,15.21,16.1,17.4,19.75,23.4,23.4
T1,1915-02-13 00:00:00+00:00,23.4,14.4,15.21,16.1,17.8,21.675,23.4,23.4
T1,1915-02-14 00:00:00+00:00,33.7,14.4,15.21,16.1,17.950000000000003,22.2,23.4,23.4
T1,1915-02-15 00:00:00+00:00,33.7,14.4,15.21,16.1,18.1,22.2,23.4,23.4
T1,1915-02-16 00:00:00+00:00,33.7,14.4,15.930000000000001,16.325000000000003,18.1,23.099999999999998,23.4,29.064999999999973
T1,1915-02-17 00:00:00+00:00,29.7,14.4,15.930000000000001,16.325000000000003,18.4,23.4,24.430000000000014,33.7
T1,1915-02-18 00:00:00+00:00,27.0,14.4,15.930000000000001,16.325000000000003,18.7,23.4,30.100000000000005,33.7
T1,1915-02-19 00:00:00+00:00,27.0,14.4,15.930000000000001,16.325000000000003,19.4,23.4,30.100000000000005,33.7
T1,1915-02-20 00:00:00+00:00,27.0,14.4,15.930000000000001,16.325000000000003,21.15,23.4,30.100000000000005,33.7
T1,1915-02-21 00:00:00+00:00,27.0,14.4,15.930000000000001,16.325000000000003,22.2,23.4,30.100000000000005,33.7
T1,1915-02-22 00:00:00+00:00,27.0,14.4,15.930000000000001,17.0,22.2,26.1,30.100000000000005,33.7
T1,1915-02-23 00:00:00+00:00,56.6,14.4,15.930000000000001,17.275,22.799999999999997,27.0,30.100000000000005,33.7
T1,1915-02-24 00:00:00+00:00,59.7,14.4,15.930000000000001,18.1,23.4,27.0,33.7,33.7
T1,1915-02-25 00:00:00+00:00,56.6,14.4,15.930000000000001,18.1,23.4,27.0,33.7,46.29499999999994
T1,1915-02-26 00:00:00+00:00,53.2,14.4,15.930000000000001,18.6,23.4,27.0,35.99000000000004,56.6
T1,1915-02-27 00:00:00+00:00,36.2,14.4,15.930000000000001,20.625,23.4,29.025,53.540000000000006,56.6
T1,1915-02-28 00:00:00+00:00,36.2,14.4,17.730000000000004,22.2,23.4,32.7,53.540000000000006,56.6
T1,1915-03-01 00:00:00+00:00,51.8,16.065,18.1,22.2,25.2,33.7,53.540000000000006,56.6
T1,1915-03-02 00:00:00+00:00,51.8,18.1,18.1,22.5,27.0,33.7,53.540000000000006,56.6
T1,1915-03-03 00:00:00+00:00,36.2,18.1,19.900000000000002,23.4,27.0,35.575,53.540000000000006,56.6
T1,1915-03-04 00:00:00+00:00,39.1,19.0,21.990000000000002,23.4,27.0,36.2,53.540000000000006,56.6
T1,1915-03-05 00:00:00+00:00,33.4,21.045,22.2,23.4,27.0,36.2,53.540000000000006,56.6
T1,1915-03-06 00:00:00+00:00,25.5,22.2,22.2,23.4,28.35,36.2,53.540000000000006,56.6
T1,1915-03-07 00:00:00+00:00,24.2,22.2,23.279999999999998,23.4,28.35,36.2,53.540000000000006,56.6
T1,1915-03-08 00:00:00+00:00,23.2,22.2,23.279999999999998,23.599999999999998,28.35,36.2,53.540000000000006,56.6
T1,1915-03-09 00:00:00+00:00,22.1,22.2,23.1,23.599999999999998,28.35,36.2,53.540000000000006,56.6
T1,1915-03-10 00:00:00+00:00,21.1,22.2,22.2,23.599999999999998,28.35,36.2,53.540000000000006,56.6
T1,1915-03-11 00:00:00+00:00,20.1,22.145,22.2,23.599999999999998,28.35,36.2,53.540000000000006,56.6
T1,1915-03-12 00:00:00+00:00,20.1,21.55,22.19,23.599999999999998,28.35,36.2,53.540000000000006,56.6
T1,1915-03-13 00:00:00+00:00,22.1,20.55,22.0,23.599999999999998,28.35,36.2,53.540000000000006,56.6
T1,1915-03-14 00:00:00+00:00,24.2,20.55,22.0,23.599999999999998,28.35,36.2,53.540000000000006,56.6
T1,1915-03-15 00:00:00+00:00,34.3,20.55,22.0,24.2,28.35,36.2,53.540000000000006,56.6
T1,1915-03-16 00:00:00+00:00,34.8,20.55,22.0,24.525,31.549999999999997,36.2,53.540000000000006,56.6
T1,1915-03-17 00:00:00+00:00,36.8,20.55,22.0,24.525,31.549999999999997,36.2,53.540000000000006,56.6
T1,1915-03-18 00:00:00+00:00,39.1,20.55,22.0,24.525,31.549999999999997,36.65,53.540000000000006,56.6
T1,1915-03-19 00:00:00+00:00,40.5,20.55,22.0,24.525,31.549999999999997,38.525,53.540000000000006,56.6
T1,1915-03-20 00:00:00+00:00,36.8,20.55,22.0,24.525,33.849999999999994,39.1,53.540000000000006,56.6
T1,1915-03-21 00:00:00+00:00,36.2,20.55,22.0,24.525,34.55,39.1,53.540000000000006,56.6
T1,1915-03-22 00:00:00+00:00,34.8,20.55,22.0,24.525,35.5,39.1,53.540000000000006,56.6
T1,1915-03-23 00:00:00+00:00,36.8,20.55,22.0,24.525,35.5,39.1,53.540000000000006,56.6
T1,1915-03-24 00:00:00+00:00,39.9,20.55,22.0,24.525,36.2,39.1,53.540000000000006,56.6
T1,1915-03-25 00:00:00+00:00,53.2,20.55,22.0,24.525,36.2,39.7,53.540000000000006,56.6
T1,1915-03-26 00:00:00+00:00,51.3,20.55,22.0,24.525,36.2,39.7,53.2,55.06999999999999
T1,1915-03-27 00:00:00+00:00,46.2,20.55,22.0,24.525,36.2,39.7,51.94,53.2
T1,1915-03-28 00:00:00+00:00,41.1,20.55,22.0,24.525,36.2,39.7,51.8,52.56999999999999
T1,1915-03-29 00:00:00+00:00,38.5,20.55,22.0,24.525,36.2,39.7,51.349999999999994,51.8
T1,1915-03-30 00:00:00+00:00,46.7,20.55,22.0,24.525,36.2,39.7,51.349999999999994,51.8
T1,1915-03-31 00:00:00+00:00,34.3,20.55,22.0,24.525,36.5,40.35,51.349999999999994,51.8
T1,1915-04-01 00:00:00+00:00,31.7,20.55,22.0,24.525,36.2,39.7,47.16000000000001,51.574999999999996
T1,1915-04-02 00:00:00+00:00,27.6,20.55,22.0,24.525,35.5,39.1,46.25,49.22999999999999
T1,1915-04-03 00:00:00+00:00,27.6,20.55,22.0,24.525,34.8,39.1,46.25,49.22999999999999
T1,1915-04-04 00:00:00+00:00,25.1,20.55,22.0,24.525,34.55,38.95,46.25,49.22999999999999
T1,1915-04-05 00:00:00+00:00,33.1,20.55,22.0,24.425,34.55,38.95,46.25,49.22999999999999
T1,1915-04-06 00:00:00+00:00,37.7,20.55,22.0,24.425,34.55,38.95,46.25,49.22999999999999
T1,1915-04-07 00:00:00+00:00,41.9,20.55,22.0,25.725,34.8,38.95,46.25,49.22999999999999
T1,1915-04-08 00:00:00+00:00,49.8,20.55,22.0,27.6,35.5,39.7,46.25,49.22999999999999
T1,1915-04-09 00:00:00+00:00,68.5,20.55,22.0,28.625,36.5,40.35,47.010000000000005,50.62499999999999
T1,1915-04-10 00:00:00+00:00,86.7,21.0,23.990000000000002,32.05,36.8,40.95,49.95,52.34499999999999
T1,1915-04-11 00:00:00+00:00,103.0,23.045,25.01,33.4,36.8,41.7,51.49,61.61499999999996
T1,1915-04-12 00:00:00+00:00,106.0,24.605,27.35,34.3,37.25,45.125,54.730000000000025,78.50999999999995
T1,1915-04-13 00:00:00+00:00,90.9,26.225,27.6,34.425,38.1,46.575,70.32000000000002,95.66499999999995
T1,1915-04-14 00:00:00+00:00,66.5,27.6,31.29,34.8,38.8,49.025,87.12,97.55499999999996
T1,1915-04-15 00:00:00+00:00,51.0,27.6,31.29,35.15,39.5,50.925,87.12,97.55499999999996
T1,1915-04-16 00:00:00+00:00,42.8,27.6,31.29,36.35,40.2,51.224999999999994,87.12,97.55499999999996
T1,1915-04-17 00:00:00+00:00,41.3,27.6,31.29,36.35,40.8,51.224999999999994,87.12,97.55499999999996
T1,1915-04-18 00:00:00+00:00,34.8,27.6,31.29,36.35,41.2,51.224999999999994,87.12,97.55499999999996
T1,1915-04-19 00:00:00+00:00,33.1,27.6,31.29,35.15,41.2,51.224999999999994,87.12,97.55499999999996
