series_name,timestamp,value,min_7,mean_7,max_7
T1,1915-01-08 00:00:00+00:00,17.8,10.8,14.014285714285714,17.0
T1,1915-01-09 00:00:00+00:00,17.8,10.8,14.914285714285715,17.8
T1,1915-01-10 00:00:00+00:00,17.0,13.7,15.914285714285715,17.8
T1,1915-01-11 00:00:00+00:00,16.0,13.7,16.385714285714286,17.8
T1,1915-01-12 00:00:00+00:00,17.0,14.4,16.714285714285715,17.8
T1,1915-01-13 00:00:00+00:00,17.0,16.0,17.085714285714285,17.8
T1,1915-01-14 00:00:00+00:00,17.0,16.0,17.085714285714285,17.8
T1,1915-01-15 00:00:00+00:00,16.0,16.0,17.085714285714285,17.8
T1,1915-01-16 00:00:00+00:00,15.3,16.0,16.82857142857143,17.8
T1,1915-01-17 00:00:00+00:00,17.8,15.3,16.47142857142857,17.0
T1,1915-01-18 00:00:00+00:00,17.8,15.3,16.585714285714285,17.8
T1,1915-01-19 00:00:00+00:00,18.7,15.3,16.842857142857145,17.8
T1,1915-01-20 00:00:00+00:00,18.7,15.3,17.085714285714285,18.7
T1,1915-01-21 00:00:00+00:00,17.0,15.3,17.32857142857143,18.7
T1,1915-01-22 00:00:00+00:00,16.1,15.3,17.32857142857143,18.7
T1,1915-01-23 00:00:00+00:00,16.1,15.3,17.342857142857145,18.7
T1,1915-01-24 00:00:00+00:00,16.1,16.1,17.45714285714286,18.7
T1,1915-01-25 00:00:00+00:00,17.0,16.1,17.214285714285715,18.7
T1,1915-01-26 00:00:00+00:00,17.0,16.1,17.1,18.7
T1,1915-01-27 00:00:00+00:00,16.1,16.1,16.857142857142858,18.7
T1,1915-01-28 00:00:00+00:00,16.1,16.1,16.485714285714288,17.0
T1,1915-01-29 00:00:00+00:00,14.4,16.1,16.357142857142858,17.0
T1,1915-01-30 00:00:00+00:00,14.4,14.4,16.114285714285714,17.0
T1,1915-01-31 00:00:00+00:00,14.4,14.4,15.871428571428572,17.0
T1,1915-02-01 00:00:00+00:00,18.1,14.4,15.62857142857143,17.0
T1,1915-02-02 00:00:00+00:00,18.1,14.4,15.785714285714286,18.1
T1,1915-02-03 00:00:00+00:00,18.1,14.4,15.942857142857141,18.1
T1,1915-02-04 00:00:00+00:00,20.1,14.4,16.22857142857143,18.1
T1,1915-02-05 00:00:00+00:00,23.4,14.4,16.8,20.1
T1,1915-02-06 00:00:00+00:00,23.4,14.4,18.085714285714285,23.4
T1,1915-02-07 00:00:00+00:00,23.4,14.4,19.37142857142857,23.4
T1,1915-02-08 00:00:00+00:00,23.4,18.1,20.657142857142855,23.4
T1,1915-02-09 00:00:00+00:00,22.2,18.1,21.414285714285715,23.4
T1,1915-02-10 00:00:00+00:00,22.2,18.1,22.0,23.4
T1,1915-02-11 00:00:00+00:00,22.2,20.1,22.585714285714282,23.4
T1,1915-02-12 00:00:00+00:00,23.4,22.2,22.885714285714283,23.4
T1,1915-02-13 00:00:00+00:00,23.4,22.2,22.88571428571429,23.4
T1,1915-02-14 00:00:00+00:00,33.7,22.2,22.885714285714283,23.4
T1,1915-02-15 00:00:00+00:00,33.7,22.2,24.357142857142858,33.7
T1,1915-02-16 00:00:00+00:00,33.7,22.2,25.82857142857143,33.7
T1,1915-02-17 00:00:00+00:00,29.7,22.2,27.47142857142857,33.7
T1,1915-02-18 00:00:00+00:00,27.0,22.2,28.542857142857144,33.7
T1,1915-02-19 00:00:00+00:00,27.0,23.4,29.228571428571428,33.7
T1,1915-02-20 00:00:00+00:00,27.0,23.4,29.74285714285714,33.7
T1,1915-02-21 00:00:00+00:00,27.0,27.0,30.25714285714286,33.7
T1,1915-02-22 00:00:00+00:00,27.0,27.0,29.3,33.7
T1,1915-02-23 00:00:00+00:00,56.6,27.0,28.342857142857138,33.7
T1,1915-02-24 00:00:00+00:00,59.7,27.0,31.614285714285717,56.6
T1,1915-02-25 00:00:00+00:00,56.6,27.0,35.9,59.7
T1,1915-02-26 00:00:00+00:00,53.2,27.0,40.12857142857143,59.7
T1,1915-02-27 00:00:00+00:00,36.2,27.0,43.871428571428574,59.7
T1,1915-02-28 00:00:00+00:00,36.2,27.0,45.18571428571429,59.7
T1,1915-03-01 00:00:00+00:00,51.8,27.0,46.5,59.7
T1,1915-03-02 00:00:00+00:00,51.8,36.2,50.042857142857144,59.7
T1,1915-03-03 00:00:00+00:00,36.2,36.2,49.357142857142854,59.7
T1,1915-03-04 00:00:00+00:00,39.1,36.2,46.0,56.6
T1,1915-03-05 00:00:00+00:00,33.4,36.2,43.5,53.2
