series_name,timestamp,value,min_7,mean_7,max_7
T1,1969-01-08 00:00:00+00:00,9734.0,8390.0,9096.857142857143,9738.0
T1,1969-01-09 00:00:00+00:00,9434.0,8390.0,9275.142857142857,9738.0
T1,1969-01-10 00:00:00+00:00,10042.0,8390.0,9336.857142857143,9738.0
T1,1969-01-11 00:00:00+00:00,9178.0,8390.0,9408.285714285714,10042.0
T1,1969-01-12 00:00:00+00:00,8450.0,8390.0,9439.42857142857,10042.0
T1,1969-01-13 00:00:00+00:00,9834.0,8450.0,9448.0,10042.0
T1,1969-01-14 00:00:00+00:00,10366.0,8450.0,9487.142857142857,10042.0
T1,1969-01-15 00:00:00+00:00,9894.0,8450.0,9576.857142857143,10366.0
T1,1969-01-16 00:00:00+00:00,9662.0,8450.0,9599.714285714286,10366.0
T1,1969-01-17 00:00:00+00:00,9974.0,8450.0,9632.285714285714,10366.0
T1,1969-01-18 00:00:00+00:00,9312.0,8450.0,9622.57142857143,10366.0
T1,1969-01-19 00:00:00+00:00,8622.0,8450.0,9641.714285714286,10366.0
T1,1969-01-20 00:00:00+00:00,9808.0,8622.0,9666.285714285714,10366.0
T1,1969-01-21 00:00:00+00:00,10474.0,8622.0,9662.57142857143,10366.0
T1,1969-01-22 00:00:00+00:00,9884.0,8622.0,9678.0,10474.0
T1,1969-01-23 00:00:00+00:00,9454.0,8622.0,9676.57142857143,10474.0
T1,1969-01-24 00:00:00+00:00,9798.0,8622.0,9646.857142857143,10474.0
T1,1969-01-25 00:00:00+00:00,9022.0,8622.0,9621.714285714286,10474.0
T1,1969-01-26 00:00:00+00:00,8568.0,8622.0,9580.285714285714,10474.0
T1,1969-01-27 00:00:00+00:00,9910.0,8568.0,9572.57142857143,10474.0
T1,1969-01-28 00:00:00+00:00,10032.0,8568.0,9587.142857142857,10474.0
T1,1969-01-29 00:00:00+00:00,9380.0,8568.0,9524.0,10032.0
T1,1969-01-30 00:00:00+00:00,9674.0,8568.0,9452.0,10032.0
T1,1969-01-31 00:00:00+00:00,9692.0,8568.0,9483.42857142857,10032.0
T1,1969-02-01 00:00:00+00:00,9130.0,8568.0,9468.285714285714,10032.0
T1,1969-02-02 00:00:00+00:00,8814.0,8568.0,9483.714285714286,10032.0
T1,1969-02-03 00:00:00+00:00,9988.0,8814.0,9518.857142857143,10032.0
T1,1969-02-04 00:00:00+00:00,9996.0,8814.0,9530.0,10032.0
T1,1969-02-05 00:00:00+00:00,9676.0,8814.0,9524.857142857143,9996.0
T1,1969-02-06 00:00:00+00:00,9728.0,8814.0,9567.142857142857,9996.0
T1,1969-02-07 00:00:00+00:00,10102.0,8814.0,9574.857142857143,9996.0
T1,1969-02-08 00:00:00+00:00,9262.0,8814.0,9633.42857142857,10102.0
T1,1969-02-09 00:00:00+00:00,8694.0,8814.0,9652.285714285714,10102.0
T1,1969-02-10 00:00:00+00:00,9954.0,8694.0,9635.142857142857,10102.0
T1,1969-02-11 00:00:00+00:00,9856.0,8694.0,9630.285714285714,10102.0
T1,1969-02-12 00:00:00+00:00,10008.0,8694.0,9610.285714285714,10102.0
T1,1969-02-13 00:00:00+00:00,9606.0,8694.0,9657.714285714286,10102.0
