series_name,timestamp,value,min_7,mean_7,max_7
price,2010-07-24 00:00:00+00:00,0.0581,0.0495,0.06921428571428571,0.0859
price,2010-07-25 00:00:00+00:00,0.053,0.0566,0.07044285714285714,0.0859
price,2010-07-26 00:00:00+00:00,0.053,0.053,0.06764285714285714,0.0859
price,2010-07-27 00:00:00+00:00,0.058,0.053,0.06294285714285715,0.0783
price,2010-07-28 00:00:00+00:00,0.0595,0.053,0.06004285714285714,0.0767
price,2010-07-29 00:00:00+00:00,0.0648,0.053,0.05758571428571429,0.0649
price,2010-07-30 00:00:00+00:00,0.0663,0.053,0.05757142857142857,0.0648
price,2010-07-31 00:00:00+00:00,0.0664,0.053,0.05895714285714286,0.0663
price,2010-08-01 00:00:00+00:00,0.0611,0.053,0.06014285714285715,0.0664
price,2010-08-02 00:00:00+00:00,0.0613,0.053,0.0613,0.0664
price,2010-08-03 00:00:00+00:00,0.06,0.058,0.06248571428571429,0.0664
price,2010-08-04 00:00:00+00:00,0.0597,0.0595,0.06277142857142858,0.0664
price,2010-08-05 00:00:00+00:00,0.0596,0.0597,0.0628,0.0664
price,2010-08-06 00:00:00+00:00,0.0622,0.0596,0.06205714285714286,0.0664
price,2010-08-07 00:00:00+00:00,0.0599,0.0596,0.06147142857142857,0.0664
price,2010-08-08 00:00:00+00:00,0.06,0.0596,0.06054285714285714,0.0622
price,2010-08-09 00:00:00+00:00,0.066,0.0596,0.060385714285714286,0.0622
price,2010-08-10 00:00:00+00:00,0.069,0.0596,0.06105714285714286,0.066
price,2010-08-11 00:00:00+00:00,0.0635,0.0596,0.062342857142857144,0.069
price,2010-08-12 00:00:00+00:00,0.069,0.0596,0.0628857142857143,0.069
price,2010-08-13 00:00:00+00:00,0.0655,0.0599,0.06422857142857143,0.069
price,2010-08-14 00:00:00+00:00,0.0663,0.0599,0.0647,0.069
price,2010-08-15 00:00:00+00:00,0.0661,0.06,0.06561428571428571,0.069
price,2010-08-16 00:00:00+00:00,0.0643,0.0635,0.06648571428571429,0.069
price,2010-08-17 00:00:00+00:00,0.0678,0.0635,0.06624285714285714,0.069
price,2010-08-18 00:00:00+00:00,0.069,0.0635,0.06607142857142857,0.069
price,2010-08-19 00:00:00+00:00,0.0673,0.0643,0.06685714285714286,0.069
price,2010-08-20 00:00:00+00:00,0.0661,0.0643,0.06661428571428572,0.069
price,2010-08-21 00:00:00+00:00,0.066,0.0643,0.06670000000000001,0.069
price,2010-08-22 00:00:00+00:00,0.0655,0.0643,0.06665714285714286,0.069
price,2010-08-23 00:00:00+00:00,0.0655,0.0643,0.06657142857142857,0.069
price,2010-08-24 00:00:00+00:00,0.065,0.0655,0.06674285714285715,0.069
price,2010-08-25 00:00:00+00:00,0.0656,0.065,0.06634285714285715,0.069
price,2010-08-26 00:00:00+00:00,0.0644,0.065,0.06585714285714286,0.0673
price,2010-08-27 00:00:00+00:00,0.0645,0.0644,0.06544285714285715,0.0661
price,2010-08-28 00:00:00+00:00,0.0646,0.0644,0.06521428571428571,0.066
price,2010-08-29 00:00:00+00:00,0.0644,0.0644,0.06501428571428572,0.0656
price,2010-08-30 00:00:00+00:00,0.0648,0.0644,0.06485714285714286,0.0656
price,2010-08-31 00:00:00+00:00,0.0621,0.0644,0.06475714285714286,0.0656
price,2010-09-01 00:00:00+00:00,0.0625,0.0621,0.06434285714285715,0.0656
price,2010-09-02 00:00:00+00:00,0.0622,0.0621,0.0639,0.0648
price,2010-09-03 00:00:00+00:00,0.0609,0.0621,0.06358571428571429,0.0648
price,2010-09-04 00:00:00+00:00,0.0618,0.0609,0.06307142857142857,0.0648
price,2010-09-05 00:00:00+00:00,0.062,0.0609,0.06267142857142857,0.0648
price,2010-09-06 00:00:00+00:00,0.0622,0.0609,0.062328571428571435,0.0648
price,2010-09-07 00:00:00+00:00,0.0613,0.0609,0.06195714285714286,0.0625
price,2010-09-08 00:00:00+00:00,0.0615,0.0609,0.061842857142857144,0.0625
price,2010-09-09 00:00:00+00:00,0.0611,0.0609,0.0617,0.0622
price,2010-09-10 00:00:00+00:00,0.0614,0.0609,0.06154285714285714,0.0622
price,2010-09-11 00:00:00+00:00,0.0628,0.0611,0.06161428571428572,0.0622
price,2010-09-12 00:00:00+00:00,0.0618,0.0611,0.06175714285714285,0.0628
price,2010-09-13 00:00:00+00:00,0.0621,0.0611,0.061728571428571424,0.0628
price,2010-09-14 00:00:00+00:00,0.062,0.0611,0.061714285714285715,0.0628
price,2010-09-15 00:00:00+00:00,0.0615,0.0611,0.06181428571428571,0.0628
price,2010-09-16 00:00:00+00:00,0.0619,0.0611,0.06181428571428571,0.0628
price,2010-09-17 00:00:00+00:00,0.0599,0.0614,0.06192857142857143,0.0628
price,2010-09-18 00:00:00+00:00,0.06,0.0599,0.061714285714285715,0.0628
price,2010-09-19 00:00:00+00:00,0.0618,0.0599,0.06131428571428572,0.0621
price,2010-09-20 00:00:00+00:00,0.0621,0.0599,0.06131428571428571,0.0621
price,2010-09-21 00:00:00+00:00,0.0629,0.0599,0.06131428571428572,0.0621
price,2010-09-22 00:00:00+00:00,0.0623,0.0599,0.061442857142857146,0.0629
price,2010-09-23 00:00:00+00:00,0.0622,0.0599,0.06155714285714286,0.0629
price,2010-09-24 00:00:00+00:00,0.0621,0.0599,0.0616,0.0629
price,2010-09-25 00:00:00+00:00,0.0621,0.06,0.06191428571428571,0.0629
price,2010-09-26 00:00:00+00:00,0.062,0.0618,0.062214285714285715,0.0629
price,2010-09-27 00:00:00+00:00,0.0621,0.062,0.06224285714285715,0.0629
price,2010-09-28 00:00:00+00:00,0.0619,0.062,0.06224285714285714,0.0629
price,2010-09-29 00:00:00+00:00,0.062,0.0619,0.0621,0.0623
price,2010-09-30 00:00:00+00:00,0.0618,0.0619,0.06205714285714286,0.0622
price,2010-10-01 00:00:00+00:00,0.0619,0.0618,0.062,0.0621
price,2010-10-02 00:00:00+00:00,0.0616,0.0618,0.061971428571428566,0.0621
price,2010-10-03 00:00:00+00:00,0.0613,0.0616,0.061900000000000004,0.0621
price,2010-10-04 00:00:00+00:00,0.0612,0.0613,0.0618,0.0621
price,2010-10-05 00:00:00+00:00,0.0614,0.0612,0.06167142857142858,0.062
price,2010-10-06 00:00:00+00:00,0.0622,0.0612,0.0616,0.062
price,2010-10-07 00:00:00+00:00,0.0651,0.0612,0.06162857142857143,0.0622
price,2010-10-08 00:00:00+00:00,0.0769,0.0612,0.062099999999999995,0.0651
price,2010-10-09 00:00:00+00:00,0.0884,0.0612,0.06424285714285714,0.0769
price,2010-10-10 00:00:00+00:00,0.0948,0.0612,0.06807142857142857,0.0884
price,2010-10-11 00:00:00+00:00,0.093,0.0612,0.07285714285714286,0.0948
price,2010-10-12 00:00:00+00:00,0.0945,0.0614,0.0774,0.0948
price,2010-10-13 00:00:00+00:00,0.0985,0.0622,0.08212857142857143,0.0948
price,2010-10-14 00:00:00+00:00,0.103,0.0651,0.08731428571428572,0.0985
price,2010-10-15 00:00:00+00:00,0.103,0.0769,0.09272857142857142,0.103
price,2010-10-16 00:00:00+00:00,0.101,0.0884,0.09645714285714287,0.103
price,2010-10-17 00:00:00+00:00,0.102,0.093,0.09825714285714285,0.103
price,2010-10-18 00:00:00+00:00,0.103,0.093,0.09928571428571428,0.103
price,2010-10-19 00:00:00+00:00,0.0985,0.0945,0.10071428571428573,0.103
price,2010-10-20 00:00:00+00:00,0.0995,0.0985,0.10128571428571428,0.103
price,2010-10-21 00:00:00+00:00,0.102,0.0985,0.10142857142857142,0.103
price,2010-10-22 00:00:00+00:00,0.105,0.0985,0.10128571428571428,0.103
price,2010-10-23 00:00:00+00:00,0.107,0.0985,0.10157142857142856,0.105
price,2010-10-24 00:00:00+00:00,0.112,0.0985,0.10242857142857142,0.107
price,2010-10-25 00:00:00+00:00,0.111,0.0985,0.10385714285714287,0.112
price,2010-10-26 00:00:00+00:00,0.142,0.0985,0.10500000000000001,0.112
price,2010-10-27 00:00:00+00:00,0.169,0.0995,0.11121428571428571,0.142
price,2010-10-28 00:00:00+00:00,0.179,0.102,0.12114285714285714,0.169
price,2010-10-29 00:00:00+00:00,0.185,0.105,0.13214285714285715,0.179
price,2010-10-30 00:00:00+00:00,0.193,0.107,0.1435714285714286,0.185
price,2010-10-31 00:00:00+00:00,0.193,0.111,0.15585714285714286,0.193
price,2010-11-01 00:00:00+00:00,0.194,0.111,0.16742857142857143,0.193
