series_name,timestamp,value,min_30,mean_30,max_30
price,2010-08-16 00:00:00+00:00,0.0643,0.0495,0.06376,0.0859
price,2010-08-17 00:00:00+00:00,0.0678,0.053,0.06425333333333333,0.0859
price,2010-08-18 00:00:00+00:00,0.069,0.053,0.06409333333333332,0.0859
price,2010-08-19 00:00:00+00:00,0.0673,0.053,0.06353,0.0783
price,2010-08-20 00:00:00+00:00,0.0661,0.053,0.06316333333333334,0.0767
price,2010-08-21 00:00:00+00:00,0.066,0.053,0.06281,0.069
price,2010-08-22 00:00:00+00:00,0.0655,0.053,0.06284666666666668,0.069
price,2010-08-23 00:00:00+00:00,0.0655,0.053,0.06314333333333334,0.069
price,2010-08-24 00:00:00+00:00,0.065,0.053,0.06339,0.069
price,2010-08-25 00:00:00+00:00,0.0656,0.053,0.06379,0.069
price,2010-08-26 00:00:00+00:00,0.0644,0.058,0.06421,0.069
price,2010-08-27 00:00:00+00:00,0.0645,0.0595,0.06442333333333333,0.069
price,2010-08-28 00:00:00+00:00,0.0646,0.0596,0.06459,0.069
price,2010-08-29 00:00:00+00:00,0.0644,0.0596,0.06458333333333334,0.069
price,2010-08-30 00:00:00+00:00,0.0648,0.0596,0.06452,0.069
price,2010-08-31 00:00:00+00:00,0.0621,0.0596,0.06446666666666666,0.069
price,2010-09-01 00:00:00+00:00,0.0625,0.0596,0.0645,0.069
price,2010-09-02 00:00:00+00:00,0.0622,0.0596,0.06454,0.069
price,2010-09-03 00:00:00+00:00,0.0609,0.0596,0.06461333333333334,0.069
price,2010-09-04 00:00:00+00:00,0.0618,0.0596,0.06465333333333333,0.069
price,2010-09-05 00:00:00+00:00,0.062,0.0599,0.06472666666666667,0.069
price,2010-09-06 00:00:00+00:00,0.0622,0.0599,0.06472000000000001,0.069
price,2010-09-07 00:00:00+00:00,0.0613,0.06,0.06479666666666667,0.069
price,2010-09-08 00:00:00+00:00,0.0615,0.0609,0.06484,0.069
price,2010-09-09 00:00:00+00:00,0.0611,0.0609,0.06469,0.069
price,2010-09-10 00:00:00+00:00,0.0614,0.0609,0.06442666666666667,0.069
price,2010-09-11 00:00:00+00:00,0.0628,0.0609,0.06435666666666667,0.069
price,2010-09-12 00:00:00+00:00,0.0618,0.0609,0.06415,0.069
