series_name,timestamp,value,min_30,mean_30,max_30
T1,1915-01-31 00:00:00+00:00,14.4,10.8,16.076666666666668,18.7
T1,1915-02-01 00:00:00+00:00,18.1,10.8,16.173333333333332,18.7
T1,1915-02-02 00:00:00+00:00,18.1,13.7,16.416666666666668,18.7
T1,1915-02-03 00:00:00+00:00,18.1,13.7,16.563333333333336,18.7
T1,1915-02-04 00:00:00+00:00,20.1,14.4,16.71,18.7
T1,1915-02-05 00:00:00+00:00,23.4,14.4,16.9,20.1
T1,1915-02-06 00:00:00+00:00,23.4,14.4,17.113333333333333,23.4
T1,1915-02-07 00:00:00+00:00,23.4,14.4,17.326666666666664,23.4
T1,1915-02-08 00:00:00+00:00,23.4,14.4,17.513333333333335,23.4
T1,1915-02-09 00:00:00+00:00,22.2,14.4,17.7,23.4
T1,1915-02-10 00:00:00+00:00,22.2,14.4,17.873333333333335,23.4
T1,1915-02-11 00:00:00+00:00,22.2,14.4,18.08,23.4
T1,1915-02-12 00:00:00+00:00,23.4,14.4,18.253333333333334,23.4
T1,1915-02-13 00:00:00+00:00,23.4,14.4,18.466666666666665,23.4
T1,1915-02-14 00:00:00+00:00,33.7,14.4,18.68,23.4
T1,1915-02-15 00:00:00+00:00,33.7,14.4,19.27,33.7
T1,1915-02-16 00:00:00+00:00,33.7,14.4,19.883333333333333,33.7
T1,1915-02-17 00:00:00+00:00,29.7,14.4,20.413333333333334,33.7
T1,1915-02-18 00:00:00+00:00,27.0,14.4,20.810000000000002,33.7
T1,1915-02-19 00:00:00+00:00,27.0,14.4,21.086666666666666,33.7
T1,1915-02-20 00:00:00+00:00,27.0,14.4,21.363333333333333,33.7
T1,1915-02-21 00:00:00+00:00,27.0,14.4,21.696666666666665,33.7
T1,1915-02-22 00:00:00+00:00,27.0,14.4,22.060000000000002,33.7
T1,1915-02-23 00:00:00+00:00,56.6,14.4,22.423333333333336,33.7
T1,1915-02-24 00:00:00+00:00,59.7,14.4,23.773333333333333,56.6
T1,1915-02-25 00:00:00+00:00,56.6,14.4,25.196666666666665,59.7
T1,1915-02-26 00:00:00+00:00,53.2,14.4,26.516666666666666,59.7
T1,1915-02-27 00:00:00+00:00,36.2,14.4,27.753333333333334,59.7
T1,1915-02-28 00:00:00+00:00,36.2,14.4,28.423333333333332,59.7
T1,1915-03-01 00:00:00+00:00,51.8,14.4,29.15,59.7
T1,1915-03-02 00:00:00+00:00,51.8,14.4,30.396666666666665,59.7
T1,1915-03-03 00:00:00+00:00,36.2,18.1,31.643333333333334,59.7
T1,1915-03-04 00:00:00+00:00,39.1,18.1,32.24666666666666,59.7
T1,1915-03-05 00:00:00+00:00,33.4,18.1,32.946666666666665,59.7
T1,1915-03-06 00:00:00+00:00,25.5,20.1,33.45666666666666,59.7
T1,1915-03-07 00:00:00+00:00,24.2,22.2,33.63666666666667,59.7
T1,1915-03-08 00:00:00+00:00,23.2,22.2,33.663333333333334,59.7
T1,1915-03-09 00:00:00+00:00,22.1,22.2,33.656666666666666,59.7
T1,1915-03-10 00:00:00+00:00,21.1,22.1,33.61333333333333,59.7
T1,1915-03-11 00:00:00+00:00,20.1,21.1,33.53666666666667,59.7
T1,1915-03-12 00:00:00+00:00,20.1,20.1,33.46666666666667,59.7
T1,1915-03-13 00:00:00+00:00,22.1,20.1,33.39666666666667,59.7
T1,1915-03-14 00:00:00+00:00,24.2,20.1,33.39333333333334,59.7
T1,1915-03-15 00:00:00+00:00,34.3,20.1,33.42,59.7
T1,1915-03-16 00:00:00+00:00,34.8,20.1,33.78333333333333,59.7
T1,1915-03-17 00:00:00+00:00,36.8,20.1,33.82,59.7
T1,1915-03-18 00:00:00+00:00,39.1,20.1,33.92333333333333,59.7
T1,1915-03-19 00:00:00+00:00,40.5,20.1,34.10333333333333,59.7
T1,1915-03-20 00:00:00+00:00,36.8,20.1,34.46333333333334,59.7
T1,1915-03-21 00:00:00+00:00,36.2,20.1,34.79,59.7
T1,1915-03-22 00:00:00+00:00,34.8,20.1,35.09666666666667,59.7
T1,1915-03-23 00:00:00+00:00,36.8,20.1,35.35666666666667,59.7
T1,1915-03-24 00:00:00+00:00,39.9,20.1,35.68333333333333,59.7
T1,1915-03-25 00:00:00+00:00,53.2,20.1,36.11333333333334,59.7
