series_name,timestamp,value,min_14,mean_14,max_14
T1,1969-01-15 00:00:00+00:00,9894.0,8390.0,9336.857142857143,10366.0
T1,1969-01-16 00:00:00+00:00,9662.0,8390.0,9437.42857142857,10366.0
T1,1969-01-17 00:00:00+00:00,9974.0,8390.0,9484.57142857143,10366.0
T1,1969-01-18 00:00:00+00:00,9312.0,8390.0,9515.42857142857,10366.0
T1,1969-01-19 00:00:00+00:00,8622.0,8390.0,9540.57142857143,10366.0
T1,1969-01-20 00:00:00+00:00,9808.0,8450.0,9557.142857142857,10366.0
T1,1969-01-21 00:00:00+00:00,10474.0,8450.0,9574.857142857143,10366.0
T1,1969-01-22 00:00:00+00:00,9884.0,8450.0,9627.42857142857,10474.0
T1,1969-01-23 00:00:00+00:00,9454.0,8450.0,9638.142857142857,10474.0
T1,1969-01-24 00:00:00+00:00,9798.0,8450.0,9639.57142857143,10474.0
T1,1969-01-25 00:00:00+00:00,9022.0,8450.0,9622.142857142857,10474.0
T1,1969-01-26 00:00:00+00:00,8568.0,8450.0,9611.0,10474.0
T1,1969-01-27 00:00:00+00:00,9910.0,8568.0,9619.42857142857,10474.0
T1,1969-01-28 00:00:00+00:00,10032.0,8568.0,9624.857142857143,10474.0
T1,1969-01-29 00:00:00+00:00,9380.0,8568.0,9601.0,10474.0
T1,1969-01-30 00:00:00+00:00,9674.0,8568.0,9564.285714285714,10474.0
T1,1969-01-31 00:00:00+00:00,9692.0,8568.0,9565.142857142857,10474.0
T1,1969-02-01 00:00:00+00:00,9130.0,8568.0,9545.0,10474.0
T1,1969-02-02 00:00:00+00:00,8814.0,8568.0,9532.0,10474.0
T1,1969-02-03 00:00:00+00:00,9988.0,8568.0,9545.714285714286,10474.0
T1,1969-02-04 00:00:00+00:00,9996.0,8568.0,9558.57142857143,10474.0
T1,1969-02-05 00:00:00+00:00,9676.0,8568.0,9524.42857142857,10032.0
T1,1969-02-06 00:00:00+00:00,9728.0,8568.0,9509.57142857143,10032.0
T1,1969-02-07 00:00:00+00:00,10102.0,8568.0,9529.142857142857,10032.0
T1,1969-02-08 00:00:00+00:00,9262.0,8568.0,9550.857142857143,10102.0
T1,1969-02-09 00:00:00+00:00,8694.0,8568.0,9568.0,10102.0
T1,1969-02-10 00:00:00+00:00,9954.0,8694.0,9577.0,10102.0
T1,1969-02-11 00:00:00+00:00,9856.0,8694.0,9580.142857142857,10102.0
T1,1969-02-12 00:00:00+00:00,10008.0,8694.0,9567.57142857143,10102.0
T1,1969-02-13 00:00:00+00:00,9606.0,8694.0,9612.42857142857,10102.0
T1,1969-02-14 00:00:00+00:00,10354.0,8694.0,9607.57142857143,10102.0
T1,1969-02-15 00:00:00+00:00,9310.0,8694.0,9654.857142857143,10354.0
T1,1969-02-16 00:00:00+00:00,8534.0,8694.0,9667.714285714286,10354.0
T1,1969-02-17 00:00:00+00:00,9822.0,8534.0,9647.714285714286,10354.0
T1,1969-02-18 00:00:00+00:00,10176.0,8534.0,9635.857142857143,10354.0
T1,1969-02-19 00:00:00+00:00,9816.0,8534.0,9648.714285714286,10354.0
T1,1969-02-20 00:00:00+00:00,9982.0,8534.0,9658.714285714286,10354.0
T1,1969-02-21 00:00:00+00:00,9916.0,8534.0,9676.857142857143,10354.0
T1,1969-02-22 00:00:00+00:00,9152.0,8534.0,9663.57142857143,10354.0
T1,1969-02-23 00:00:00+00:00,8704.0,8534.0,9655.714285714286,10354.0
T1,1969-02-24 00:00:00+00:00,9966.0,8534.0,9656.42857142857,10354.0
T1,1969-02-25 00:00:00+00:00,10566.0,8534.0,9657.285714285714,10354.0
T1,1969-02-26 00:00:00+00:00,10048.0,8534.0,9708.0,10566.0
T1,1969-02-27 00:00:00+00:00,9618.0,8534.0,9710.857142857143,10566.0
T1,1969-02-28 00:00:00+00:00,9756.0,8534.0,9711.714285714286,10566.0
T1,1969-03-01 00:00:00+00:00,9186.0,8534.0,9669.0,10566.0
T1,1969-03-02 00:00:00+00:00,8580.0,8534.0,9660.142857142857,10566.0
T1,1969-03-03 00:00:00+00:00,10068.0,8580.0,9663.42857142857,10566.0
T1,1969-03-04 00:00:00+00:00,10264.0,8580.0,9681.0,10566.0
T1,1969-03-05 00:00:00+00:00,10046.0,8580.0,9687.285714285714,10566.0
T1,1969-03-06 00:00:00+00:00,9704.0,8580.0,9703.714285714286,10566.0
T1,1969-03-07 00:00:00+00:00,9948.0,8580.0,9683.857142857143,10566.0
T1,1969-03-08 00:00:00+00:00,9334.0,8580.0,9686.142857142857,10566.0
T1,1969-03-09 00:00:00+00:00,8394.0,8580.0,9699.142857142857,10566.0
T1,1969-03-10 00:00:00+00:00,9892.0,8394.0,9677.0,10566.0
T1,1969-03-11 00:00:00+00:00,10188.0,8394.0,9671.714285714286,10566.0
T1,1969-03-12 00:00:00+00:00,9776.0,8394.0,9644.714285714286,10264.0
T1,1969-03-13 00:00:00+00:00,9640.0,8394.0,9625.285714285714,10264.0
T1,1969-03-14 00:00:00+00:00,10034.0,8394.0,9626.857142857143,10264.0
T1,1969-03-15 00:00:00+00:00,8838.0,8394.0,9646.714285714286,10264.0
T1,1969-03-16 00:00:00+00:00,8336.0,8394.0,9621.857142857143,10264.0
T1,1969-03-17 00:00:00+00:00,10128.0,8336.0,9604.42857142857,10264.0
T1,1969-03-18 00:00:00+00:00,10136.0,8336.0,9608.714285714286,10264.0
T1,1969-03-19 00:00:00+00:00,10064.0,8336.0,9599.57142857143,10188.0
T1,1969-03-20 00:00:00+00:00,9812.0,8336.0,9600.857142857143,10188.0
T1,1969-03-21 00:00:00+00:00,9902.0,8336.0,9608.57142857143,10188.0
T1,1969-03-22 00:00:00+00:00,8962.0,8336.0,9605.285714285714,10188.0
T1,1969-03-23 00:00:00+00:00,8602.0,8336.0,9578.714285714286,10188.0
T1,1969-03-24 00:00:00+00:00,9802.0,8336.0,9593.57142857143,10188.0
T1,1969-03-25 00:00:00+00:00,10272.0,8336.0,9587.142857142857,10188.0
T1,1969-03-26 00:00:00+00:00,9818.0,8336.0,9593.142857142857,10272.0
T1,1969-03-27 00:00:00+00:00,9698.0,8336.0,9596.142857142857,10272.0
T1,1969-03-28 00:00:00+00:00,10326.0,8336.0,9600.285714285714,10272.0
T1,1969-03-29 00:00:00+00:00,8908.0,8336.0,9621.142857142857,10326.0
T1,1969-03-30 00:00:00+00:00,8186.0,8336.0,9626.142857142857,10326.0
T1,1969-03-31 00:00:00+00:00,9592.0,8186.0,9615.42857142857,10326.0
T1,1969-04-01 00:00:00+00:00,9960.0,8186.0,9577.142857142857,10326.0
T1,1969-04-02 00:00:00+00:00,9978.0,8186.0,9564.57142857143,10326.0
T1,1969-04-03 00:00:00+00:00,9530.0,8186.0,9558.42857142857,10326.0
T1,1969-04-04 00:00:00+00:00,9572.0,8186.0,9538.285714285714,10326.0
T1,1969-04-05 00:00:00+00:00,8748.0,8186.0,9514.714285714286,10326.0
T1,1969-04-06 00:00:00+00:00,8008.0,8186.0,9499.42857142857,10326.0
T1,1969-04-07 00:00:00+00:00,9374.0,8008.0,9457.0,10326.0
