series_name,timestamp,value,p5_7,p10_7,p25_7,p50_7,p75_7,p90_7,p95_7
price,2010-07-24 00:00:00+00:00,0.0581,0.05163,0.05376,0.06075,0.0726,0.0775,0.08134,0.08362
price,2010-07-25 00:00:00+00:00,0.053,0.05705,0.057499999999999996,0.0615,0.0726,0.0775,0.08134,0.08362
price,2010-07-26 00:00:00+00:00,0.053,0.054079999999999996,0.05516,0.05735,0.0649,0.0775,0.08134,0.08362
price,2010-07-27 00:00:00+00:00,0.058,0.053,0.053,0.0548,0.0581,0.0708,0.07734,0.07782
price,2010-07-28 00:00:00+00:00,0.0595,0.053,0.053,0.0548,0.058,0.0615,0.06962,0.07315999999999999
price,2010-07-29 00:00:00+00:00,0.0648,0.053,0.053,0.0548,0.058,0.0588,0.06166,0.06327999999999999
price,2010-07-30 00:00:00+00:00,0.0663,0.053,0.053,0.0548,0.058,0.0588,0.06162,0.06320999999999999
price,2010-07-31 00:00:00+00:00,0.0664,0.053,0.053,0.0555,0.0581,0.06215,0.0654,0.06584999999999999
price,2010-08-01 00:00:00+00:00,0.0611,0.053,0.053,0.0555,0.0595,0.06555,0.06634,0.06637
price,2010-08-02 00:00:00+00:00,0.0613,0.0545,0.056,0.05875,0.0611,0.06555,0.06634,0.06637
price,2010-08-03 00:00:00+00:00,0.06,0.05845,0.0589,0.0603,0.0613,0.06555,0.06634,0.06637
price,2010-08-04 00:00:00+00:00,0.0597,0.059649999999999995,0.0598,0.06055,0.0613,0.06555,0.06634,0.06637
price,2010-08-05 00:00:00+00:00,0.0596,0.05979,0.05988,0.06055,0.0613,0.06555,0.06634,0.06637
price,2010-08-06 00:00:00+00:00,0.0622,0.05963,0.059660000000000005,0.05985,0.0611,0.0638,0.06634,0.06637
price,2010-08-07 00:00:00+00:00,0.0599,0.05963,0.059660000000000005,0.05985,0.0611,0.06175,0.06388,0.06514
price,2010-08-08 00:00:00+00:00,0.06,0.05963,0.059660000000000005,0.059800000000000006,0.06,0.061200000000000004,0.06166,0.06193
price,2010-08-09 00:00:00+00:00,0.066,0.05963,0.059660000000000005,0.059800000000000006,0.06,0.060649999999999996,0.06166,0.06193
price,2010-08-10 00:00:00+00:00,0.069,0.05963,0.059660000000000005,0.059800000000000006,0.06,0.0611,0.06372,0.06486
price,2010-08-11 00:00:00+00:00,0.0635,0.05963,0.059660000000000005,0.059800000000000006,0.06,0.0641,0.06720000000000001,0.06810000000000001
price,2010-08-12 00:00:00+00:00,0.069,0.05969,0.05978,0.05995,0.0622,0.06475,0.06720000000000001,0.06810000000000001
price,2010-08-13 00:00:00+00:00,0.0655,0.059930000000000004,0.05996,0.0611,0.0635,0.0675,0.069,0.069
price,2010-08-14 00:00:00+00:00,0.0663,0.059930000000000004,0.05996,0.06175,0.0655,0.0675,0.069,0.069
price,2010-08-15 00:00:00+00:00,0.0661,0.06105,0.0621,0.0645,0.066,0.06765,0.069,0.069
price,2010-08-16 00:00:00+00:00,0.0643,0.0641,0.06470000000000001,0.06575,0.0661,0.06765,0.069,0.069
price,2010-08-17 00:00:00+00:00,0.0678,0.06374,0.06398,0.0649,0.0661,0.06765,0.069,0.069
price,2010-08-18 00:00:00+00:00,0.069,0.06374,0.06398,0.0649,0.0661,0.06705,0.06828000000000001,0.06864
price,2010-08-19 00:00:00+00:00,0.0673,0.06466,0.06502,0.0658,0.0663,0.0684,0.069,0.069
price,2010-08-20 00:00:00+00:00,0.0661,0.06466,0.06502,0.0658,0.0663,0.06755,0.06828000000000001,0.06864
price,2010-08-21 00:00:00+00:00,0.066,0.06484,0.06538000000000001,0.0661,0.0663,0.06755,0.06828000000000001,0.06864
price,2010-08-22 00:00:00+00:00,0.0655,0.06480999999999999,0.06532,0.06605,0.0661,0.06755,0.06828000000000001,0.06864
price,2010-08-23 00:00:00+00:00,0.0655,0.06466,0.06502,0.06575,0.0661,0.06755,0.06828000000000001,0.06864
price,2010-08-24 00:00:00+00:00,0.065,0.0655,0.0655,0.06575,0.0661,0.06755,0.06828000000000001,0.06864
price,2010-08-25 00:00:00+00:00,0.0656,0.06515,0.0653,0.0655,0.066,0.06670000000000001,0.06798,0.06849000000000001
price,2010-08-26 00:00:00+00:00,0.0644,0.06515,0.0653,0.0655,0.0656,0.06605,0.06658,0.06694
price,2010-08-27 00:00:00+00:00,0.0645,0.06458,0.06476,0.06525,0.0655,0.0658,0.06604,0.06607
price,2010-08-28 00:00:00+00:00,0.0646,0.06443,0.06446,0.06475,0.0655,0.06555,0.06576,0.06588000000000001
price,2010-08-29 00:00:00+00:00,0.0644,0.06443,0.06446,0.06455,0.065,0.0655,0.06554,0.06557
price,2010-08-30 00:00:00+00:00,0.0648,0.0644,0.0644,0.06445000000000001,0.0646,0.06525,0.06554,0.06557
price,2010-08-31 00:00:00+00:00,0.0621,0.0644,0.0644,0.06445000000000001,0.0646,0.0649,0.06524,0.06542
price,2010-09-01 00:00:00+00:00,0.0625,0.06279,0.06348,0.0644,0.0645,0.06470000000000001,0.06512,0.06536
price,2010-09-02 00:00:00+00:00,0.0622,0.062220000000000004,0.06234,0.06345,0.0644,0.06455,0.06468,0.06473999999999999
price,2010-09-03 00:00:00+00:00,0.0609,0.062130000000000005,0.06216,0.06235,0.0644,0.06455,0.06468,0.06473999999999999
price,2010-09-04 00:00:00+00:00,0.0618,0.06126,0.06162,0.06215,0.0625,0.0645,0.06468,0.06473999999999999
price,2010-09-05 00:00:00+00:00,0.062,0.06117,0.06144,0.061950000000000005,0.0622,0.06345,0.06455999999999999,0.06468
price,2010-09-06 00:00:00+00:00,0.0622,0.06117,0.06144,0.0619,0.0621,0.06235,0.06342,0.06411
price,2010-09-07 00:00:00+00:00,0.0613,0.06117,0.06144,0.0619,0.0621,0.0622,0.06232,0.06241
price,2010-09-08 00:00:00+00:00,0.0615,0.061020000000000005,0.06114,0.06155,0.062,0.0622,0.06232,0.06241
price,2010-09-09 00:00:00+00:00,0.0611,0.061020000000000005,0.06114,0.061399999999999996,0.0618,0.0621,0.0622,0.0622
price,2010-09-10 00:00:00+00:00,0.0614,0.06096,0.061020000000000005,0.061200000000000004,0.0615,0.0619,0.062079999999999996,0.06214
price,2010-09-11 00:00:00+00:00,0.0628,0.06116,0.061220000000000004,0.06135,0.0615,0.0619,0.062079999999999996,0.06214
price,2010-09-12 00:00:00+00:00,0.0618,0.06116,0.061220000000000004,0.06135,0.0615,0.0621,0.062439999999999996,0.06262
price,2010-09-13 00:00:00+00:00,0.0621,0.06116,0.061220000000000004,0.06135,0.0615,0.062,0.062439999999999996,0.06262
price,2010-09-14 00:00:00+00:00,0.062,0.06116,0.061220000000000004,0.06135,0.0615,0.061950000000000005,0.06238,0.06258999999999999
price,2010-09-15 00:00:00+00:00,0.0615,0.06119,0.06128,0.061450000000000005,0.0618,0.06205,0.06238,0.06258999999999999
price,2010-09-16 00:00:00+00:00,0.0619,0.06119,0.06128,0.061450000000000005,0.0618,0.06205,0.06238,0.06258999999999999
price,2010-09-17 00:00:00+00:00,0.0599,0.061430000000000005,0.06146,0.061649999999999996,0.0619,0.06205,0.06238,0.06258999999999999
price,2010-09-18 00:00:00+00:00,0.06,0.06038,0.06086,0.061649999999999996,0.0619,0.06205,0.06238,0.06258999999999999
price,2010-09-19 00:00:00+00:00,0.0618,0.059930000000000004,0.05996,0.06075,0.0618,0.06195,0.06204,0.06207
price,2010-09-20 00:00:00+00:00,0.0621,0.059930000000000004,0.05996,0.06075,0.0618,0.06195,0.06204,0.06207
price,2010-09-21 00:00:00+00:00,0.0629,0.059930000000000004,0.05996,0.06075,0.0618,0.06195,0.06204,0.06207
price,2010-09-22 00:00:00+00:00,0.0623,0.059930000000000004,0.05996,0.06075,0.0618,0.062,0.06242,0.06266
price,2010-09-23 00:00:00+00:00,0.0622,0.059930000000000004,0.05996,0.060899999999999996,0.0619,0.062200000000000005,0.06254,0.06272
price,2010-09-24 00:00:00+00:00,0.0621,0.059930000000000004,0.05996,0.060899999999999996,0.0621,0.06225,0.06254,0.06272
price,2010-09-25 00:00:00+00:00,0.0621,0.06054,0.06108,0.061950000000000005,0.0621,0.06225,0.06254,0.06272
price,2010-09-26 00:00:00+00:00,0.062,0.06189,0.06198,0.0621,0.0621,0.06225,0.06254,0.06272
