series_name,timestamp,value,p5_7,p10_7,p25_7,p50_7,p75_7,p90_7,p95_7
T1,1969-01-08 00:00:00+00:00,9734.0,8418.8,8447.6,8723.0,9002.0,9551.0,9631.2,9684.6
T1,1969-01-09 00:00:00+00:00,9434.0,8561.0,8732.0,8981.0,9542.0,9647.0,9735.6,9736.8
T1,1969-01-10 00:00:00+00:00,10042.0,8561.0,8732.0,9197.0,9542.0,9647.0,9735.6,9736.8
T1,1969-01-11 00:00:00+00:00,9178.0,8561.0,8732.0,9197.0,9560.0,9736.0,9859.6,9950.8
T1,1969-01-12 00:00:00+00:00,8450.0,8626.4,8862.8,9306.0,9560.0,9736.0,9859.6,9950.8
T1,1969-01-13 00:00:00+00:00,9834.0,8668.4,8886.8,9306.0,9560.0,9736.0,9859.6,9950.8
T1,1969-01-14 00:00:00+00:00,10366.0,8668.4,8886.8,9306.0,9734.0,9786.0,9917.2,9979.6
T1,1969-01-15 00:00:00+00:00,9894.0,8668.4,8886.8,9306.0,9734.0,9938.0,10171.6,10268.8
T1,1969-01-16 00:00:00+00:00,9662.0,8668.4,8886.8,9306.0,9834.0,9968.0,10171.6,10268.8
T1,1969-01-17 00:00:00+00:00,9974.0,8668.4,8886.8,9420.0,9834.0,9968.0,10171.6,10268.8
T1,1969-01-18 00:00:00+00:00,9312.0,8668.4,8886.8,9420.0,9834.0,9934.0,10130.8,10248.4
T1,1969-01-19 00:00:00+00:00,8622.0,8708.6,8967.2,9487.0,9834.0,9934.0,10130.8,10248.4
T1,1969-01-20 00:00:00+00:00,9808.0,8829.0,9036.0,9487.0,9834.0,9934.0,10130.8,10248.4
T1,1969-01-21 00:00:00+00:00,10474.0,8829.0,9036.0,9487.0,9808.0,9934.0,10130.8,10248.4
T1,1969-01-22 00:00:00+00:00,9884.0,8829.0,9036.0,9487.0,9808.0,9934.0,10174.0,10324.0
T1,1969-01-23 00:00:00+00:00,9454.0,8829.0,9036.0,9487.0,9808.0,9929.0,10174.0,10324.0
T1,1969-01-24 00:00:00+00:00,9798.0,8829.0,9036.0,9383.0,9808.0,9929.0,10174.0,10324.0
T1,1969-01-25 00:00:00+00:00,9022.0,8829.0,9036.0,9383.0,9798.0,9846.0,10120.0,10297.0
T1,1969-01-26 00:00:00+00:00,8568.0,8742.0,8862.0,9238.0,9798.0,9846.0,10120.0,10297.0
T1,1969-01-27 00:00:00+00:00,9910.0,8704.2,8840.4,9238.0,9798.0,9846.0,10120.0,10297.0
T1,1969-01-28 00:00:00+00:00,10032.0,8704.2,8840.4,9238.0,9798.0,9897.0,10135.6,10304.8
T1,1969-01-29 00:00:00+00:00,9380.0,8704.2,8840.4,9238.0,9798.0,9897.0,9958.8,9995.4
T1,1969-01-30 00:00:00+00:00,9674.0,8704.2,8840.4,9201.0,9454.0,9854.0,9958.8,9995.4
T1,1969-01-31 00:00:00+00:00,9692.0,8704.2,8840.4,9201.0,9674.0,9854.0,9958.8,9995.4
T1,1969-02-01 00:00:00+00:00,9130.0,8704.2,8840.4,9201.0,9674.0,9801.0,9958.8,9995.4
T1,1969-02-02 00:00:00+00:00,8814.0,8736.6,8905.2,9255.0,9674.0,9801.0,9958.8,9995.4
T1,1969-02-03 00:00:00+00:00,9988.0,8908.8,9003.6,9255.0,9674.0,9801.0,9958.8,9995.4
T1,1969-02-04 00:00:00+00:00,9996.0,8908.8,9003.6,9255.0,9674.0,9840.0,10005.6,10018.8
T1,1969-02-05 00:00:00+00:00,9676.0,8908.8,9003.6,9255.0,9674.0,9840.0,9991.2,9993.6
T1,1969-02-06 00:00:00+00:00,9728.0,8908.8,9003.6,9402.0,9676.0,9840.0,9991.2,9993.6
T1,1969-02-07 00:00:00+00:00,10102.0,8908.8,9003.6,9403.0,9692.0,9858.0,9991.2,9993.6
T1,1969-02-08 00:00:00+00:00,9262.0,8908.8,9003.6,9403.0,9728.0,9992.0,10038.4,10070.2
T1,1969-02-09 00:00:00+00:00,8694.0,8948.4,9082.8,9469.0,9728.0,9992.0,10038.4,10070.2
T1,1969-02-10 00:00:00+00:00,9954.0,8864.4,9034.8,9469.0,9728.0,9992.0,10038.4,10070.2
T1,1969-02-11 00:00:00+00:00,9856.0,8864.4,9034.8,9469.0,9728.0,9975.0,10038.4,10070.2
T1,1969-02-12 00:00:00+00:00,10008.0,8864.4,9034.8,9469.0,9728.0,9905.0,10013.2,10057.6
T1,1969-02-13 00:00:00+00:00,9606.0,8864.4,9034.8,9495.0,9856.0,9981.0,10045.6,10073.8
T1,1969-02-14 00:00:00+00:00,10354.0,8864.4,9034.8,9434.0,9856.0,9981.0,10045.6,10073.8
T1,1969-02-15 00:00:00+00:00,9310.0,8864.4,9034.8,9434.0,9856.0,9981.0,10146.4,10250.199999999999
T1,1969-02-16 00:00:00+00:00,8534.0,8878.8,9063.6,9458.0,9856.0,9981.0,10146.4,10250.199999999999
T1,1969-02-17 00:00:00+00:00,9822.0,8766.8,8999.6,9458.0,9856.0,9981.0,10146.4,10250.199999999999
T1,1969-02-18 00:00:00+00:00,10176.0,8766.8,8999.6,9458.0,9822.0,9932.0,10146.4,10250.199999999999
T1,1969-02-19 00:00:00+00:00,9816.0,8766.8,8999.6,9458.0,9822.0,10092.0,10247.2,10300.6
T1,1969-02-20 00:00:00+00:00,9982.0,8766.8,8999.6,9458.0,9816.0,9999.0,10247.2,10300.6
T1,1969-02-21 00:00:00+00:00,9916.0,8766.8,8999.6,9563.0,9822.0,10079.0,10247.2,10300.6
T1,1969-02-22 00:00:00+00:00,9152.0,8766.8,8999.6,9563.0,9822.0,9949.0,10059.6,10117.8
T1,1969-02-23 00:00:00+00:00,8704.0,8719.4,8904.8,9484.0,9822.0,9949.0,10059.6,10117.8
T1,1969-02-24 00:00:00+00:00,9966.0,8838.4,8972.8,9484.0,9822.0,9949.0,10059.6,10117.8
T1,1969-02-25 00:00:00+00:00,10566.0,8838.4,8972.8,9484.0,9916.0,9974.0,10059.6,10117.8
T1,1969-02-26 00:00:00+00:00,10048.0,8838.4,8972.8,9484.0,9916.0,9974.0,10215.6,10390.8
T1,1969-02-27 00:00:00+00:00,9618.0,8838.4,8972.8,9534.0,9966.0,10015.0,10255.2,10410.6
