series_name,timestamp,value
T1,1969-01-01 00:00:00+00:00,8486.0
T1,1969-01-02 00:00:00+00:00,9002.0
T1,1969-01-03 00:00:00+00:00,9542.0
T1,1969-01-04 00:00:00+00:00,8960.0
T1,1969-01-05 00:00:00+00:00,8390.0
T1,1969-01-06 00:00:00+00:00,9560.0
T1,1969-01-07 00:00:00+00:00,9738.0
T1,1969-01-08 00:00:00+00:00,9734.0
T1,1969-01-09 00:00:00+00:00,9434.0
T1,1969-01-10 00:00:00+00:00,10042.0
T1,1969-01-11 00:00:00+00:00,9178.0
T1,1969-01-12 00:00:00+00:00,8450.0
T1,1969-01-13 00:00:00+00:00,9834.0
T1,1969-01-14 00:00:00+00:00,10366.0
T1,1969-01-15 00:00:00+00:00,9894.0
T1,1969-01-16 00:00:00+00:00,9662.0
T1,1969-01-17 00:00:00+00:00,9974.0
T1,1969-01-18 00:00:00+00:00,9312.0
T1,1969-01-19 00:00:00+00:00,8622.0
T1,1969-01-20 00:00:00+00:00,9808.0
T1,1969-01-21 00:00:00+00:00,10474.0
T1,1969-01-22 00:00:00+00:00,9884.0
T1,1969-01-23 00:00:00+00:00,9454.0
T1,1969-01-24 00:00:00+00:00,9798.0
T1,1969-01-25 00:00:00+00:00,9022.0
T1,1969-01-26 00:00:00+00:00,8568.0
T1,1969-01-27 00:00:00+00:00,9910.0
T1,1969-01-28 00:00:00+00:00,10032.0
T1,1969-01-29 00:00:00+00:00,9380.0
T1,1969-01-30 00:00:00+00:00,9674.0
T1,1969-01-31 00:00:00+00:00,9692.0
T1,1969-02-01 00:00:00+00:00,9130.0
T1,1969-02-02 00:00:00+00:00,8814.0
T1,1969-02-03 00:00:00+00:00,9988.0
T1,1969-02-04 00:00:00+00:00,9996.0
T1,1969-02-05 00:00:00+00:00,9676.0
T1,1969-02-06 00:00:00+00:00,9728.0
T1,1969-02-07 00:00:00+00:00,10102.0
T1,1969-02-08 00:00:00+00:00,9262.0
T1,1969-02-09 00:00:00+00:00,8694.0
T1,1969-02-10 00:00:00+00:00,9954.0
T1,1969-02-11 00:00:00+00:00,9856.0
T1,1969-02-12 00:00:00+00:00,10008.0
T1,1969-02-13 00:00:00+00:00,9606.0
T1,1969-02-14 00:00:00+00:00,10354.0
T1,1969-02-15 00:00:00+00:00,9310.0
T1,1969-02-16 00:00:00+00:00,8534.0
T1,1969-02-17 00:00:00+00:00,9822.0
T1,1969-02-18 00:00:00+00:00,10176.0
T1,1969-02-19 00:00:00+00:00,9816.0
T1,1969-02-20 00:00:00+00:00,9982.0
T1,1969-02-21 00:00:00+00:00,9916.0
T1,1969-02-22 00:00:00+00:00,9152.0
T1,1969-02-23 00:00:00+00:00,8704.0
T1,1969-02-24 00:00:00+00:00,9966.0
T1,1969-02-25 00:00:00+00:00,10566.0
T1,1969-02-26 00:00:00+00:00,10048.0
T1,1969-02-27 00:00:00+00:00,9618.0
T1,1969-02-28 00:00:00+00:00,9756.0
T1,1969-03-01 00:00:00+00:00,9186.0
T1,1969-03-02 00:00:00+00:00,8580.0
T1,1969-03-03 00:00:00+00:00,10068.0
T1,1969-03-04 00:00:00+00:00,10264.0
T1,1969-03-05 00:00:00+00:00,10046.0
T1,1969-03-06 00:00:00+00:00,9704.0
T1,1969-03-07 00:00:00+00:00,9948.0
T1,1969-03-08 00:00:00+00:00,9334.0
T1,1969-03-09 00:00:00+00:00,8394.0
T1,1969-03-10 00:00:00+00:00,9892.0
T1,1969-03-11 00:00:00+00:00,10188.0
T1,1969-03-12 00:00:00+00:00,9776.0
T1,1969-03-13 00:00:00+00:00,9640.0
T1,1969-03-14 00:00:00+00:00,10034.0
T1,1969-03-15 00:00:00+00:00,8838.0
T1,1969-03-16 00:00:00+00:00,8336.0
T1,1969-03-17 00:00:00+00:00,10128.0
T1,1969-03-18 00:00:00+00:00,10136.0
T1,1969-03-19 00:00:00+00:00,10064.0
T1,1969-03-20 00:00:00+00:00,9812.0
T1,1969-03-21 00:00:00+00:00,9902.0
T1,1969-03-22 00:00:00+00:00,8962.0
T1,1969-03-23 00:00:00+00:00,8602.0
T1,1969-03-24 00:00:00+00:00,9802.0
T1,1969-03-25 00:00:00+00:00,10272.0
T1,1969-03-26 00:00:00+00:00,9818.0
